,product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count
1126,B00PVT30YI,"Kitchen Mart Stainless Steel South Indian Filter Coffee Drip Maker, Madras Kappi, Drip Decotion Maker160ml (2 Cup)",Home&kitchen,292.0,499.0,41.0,4.1,4238
1127,B00SH18114,"Ikea 903.391.72 Polypropylene Plastic Solid Bevara Sealing Clip (Multicolour) - 30 Pack, Adjustable",Home&kitchen,160.0,299.0,46.0,4.6,2781
1128,B00E9G8KOY,HUL Pureit Germkill kit for Classic 23 L water purifier - 1500 L Capacity,Home&kitchen,600.0,600.0,0.0,4.1,10907
1129,B00H3H03Q4,HUL Pureit Germkill kit for Classic 23 L water purifier - 3000 L Capacity,Home&kitchen,1130.0,1130.0,0.0,4.2,13250
1132,B091KNVNS9,Themisto 350 Watts Egg Boiler-Blue,Home&kitchen,368.0,699.0,47.0,4.1,1240
1133,B075JJ5NQC,"Butterfly Smart Mixer Grinder, 750W, 4 Jars (Grey)",Home&kitchen,3199.0,4999.0,36.0,4.0,20869
1134,B0B5KZ3C53,"KENT Smart Multi Cooker Cum Kettle 1.2 Liter 800 Watts, Electric Cooker with Steamer & Boiler for Idlis, Instant Noodles, Momos, Eggs, & Steam Vegetables, Inner Stainless Steel & Cool Touch Outer Body",Home&kitchen,1599.0,2900.0,45.0,3.7,441
1135,B09NTHQRW3,"InstaCuppa Portable Blender for Smoothie, Milk Shakes, Crushing Ice and Juices, USB Rechargeable Personal Blender Machine for Kitchen with 2000 mAh Rechargeable Battery, 150 Watt Motor, 400 ML",Home&kitchen,1999.0,2499.0,20.0,4.1,1034
1137,B07QHHCB27,KENT 16044 Hand Blender Stainless Steel 400 W | Variable Speed Control | Easy to Clean and Store | Low Noise Operation,Home&kitchen,1499.0,2100.0,29.0,4.1,6355
1138,B0BMFD94VD,"White Feather Portable Heat Sealer Mini Sealing Machine for Food Storage Vacuum Bag, Chip, Plastic, Snack Bags, Package Home Closer Storage Tool (Multicolor) Random Colour",Home&kitchen,199.0,499.0,60.0,3.3,12
1139,B00HZIOGXW,Crompton IHL 152 1500-Watt Immersion Water Heater with Copper Heating Element (Black),Home&kitchen,610.0,825.0,26.0,4.1,13165
1140,B09CKSYBLR,"InstaCuppa Rechargeable Mini Electric Chopper - Stainless Steel Blades, One Touch Operation, for Mincing Garlic, Ginger, Onion, Vegetable, Meat, Nuts, (White, 250 ML, Pack of 1, 45 Watts)",Home&kitchen,999.0,1499.0,33.0,4.1,1646
1142,B09MTLG4TP,"SAIELLIN Electric Lint Remover for Clothes Fabric Shaver Lint Shaver for Woolen Clothes Blanket Jackets Stainless Steel Blades, Clothes and Furniture Lint Roller for Fabrics Portable Lint Shavers (White Orange)",Home&kitchen,453.0,999.0,55.0,4.3,610
1144,B00935MD1C,"Prestige PRWO 1.8-2 700-Watts Delight Electric Rice Cooker with 2 Aluminium Cooking Pans - 1.8 Liters, White",Home&kitchen,2719.0,3945.0,31.0,3.7,13406
1146,B0B3G5XZN5,"InstaCuppa Portable Blender for Smoothie, Milk Shakes, Crushing Ice and Juices, USB Rechargeable Personal Blender Machine for Kitchen with 4000 mAh Rechargeable Battery, 230 Watt Motor, 500 ML",Home&kitchen,2799.0,3499.0,20.0,4.5,546
1148,B09DL9978Y,"Hindware Atlantic Compacto 3 Litre Instant water heater with Stainless Steel Tank, Robust Construction, Pressure Relief Valve And I-thermostat Feature (White And Grey)",Home&kitchen,2399.0,4590.0,48.0,4.1,444
1149,B06XMZV7RH,ATOM Selves-MH 200 GM Digital Pocket Scale,Home&kitchen,308.0,499.0,38.0,3.9,4584
1150,B09WMTJPG7,Crompton InstaBliss 3-L Instant Water Heater (Geyser) with Advanced 4 Level Safety,Home&kitchen,2599.0,4400.0,41.0,4.1,14947
1151,B09ZK6THRR,"Croma 1100 W Dry Iron with Weilburger Dual Soleplate Coating (CRSHAH702SIR11, White)",Home&kitchen,479.0,1000.0,52.0,4.2,1559
1152,B07MP21WJD,"Lint Roller with 40 Paper Sheets, 22 x 5 cm (Grey)",Home&kitchen,245.0,299.0,18.0,4.1,1660
1153,B09XB1R2F3,"Portable Lint Remover Pet Fur Remover Clothes Fuzz Remover Pet Hairball Quick Epilator Shaver Removing Dust Pet Hair from Clothing Furniture Perfect for Clothing,Furniture,Couch,Carpet (Standard)",Home&kitchen,179.0,799.0,78.0,3.5,132
1154,B08Y5QJXSR,atomberg Renesa 1200mm BLDC Motor with Remote 3 Blade Energy Saving Ceiling Fan (Matt Black),Home&kitchen,3569.0,5190.0,31.0,4.3,28629
1155,B07WJXCTG9,"Pigeon by Stovekraft Amaze Plus Electric Kettle (14313) with Stainless Steel Body, 1.8 litre, used for boiling Water, making tea and coffee, instant noodles, soup etc. 1500 Watt (Silver)",Home&kitchen,699.0,1345.0,48.0,3.9,8446
1156,B09NBZ36F7,Usha CookJoy (CJ1600WPC) 1600 Watt Induction cooktop (Black),Home&kitchen,2089.0,4000.0,48.0,4.2,11199
1157,B0912WJ87V,"Reffair AX30 [MAX] Portable Air Purifier for Car, Home & Office | Smart Ionizer Function | H13 Grade True HEPA Filter [Internationally Tested] Aromabuds Fragrance Option - Black",Car&motorbike,2339.0,4000.0,42.0,3.8,1118
1158,B0BMTZ4T1D,!!1000 Watt/2000-Watt Room Heater!! Fan Heater!!Pure White!!HN-2500!!Made in India!!,Home&kitchen,784.0,1599.0,51.0,4.5,11
1160,B0BDG6QDYD,Activa Heat-Max 2000 Watts Room Heater (White color ) with ABS body,Home&kitchen,899.0,1990.0,55.0,4.1,185
1161,B00YQLG7GK,"PHILIPS HL1655/00 Hand Blender, White Jar 250W",Home&kitchen,1695.0,1695.0,0.0,4.2,14290
1162,B00SMJPA9C,"Bajaj DX-2 600W Dry Iron with Advance Soleplate and Anti-Bacterial German Coating Technology, Grey",Home&kitchen,499.0,940.0,47.0,4.1,3036
1163,B0B9RN5X8B,V-Guard Zio Instant Water Geyser | 3 Litre | 3000 W Heating | White-Blue | | 2 Year Warranty,Home&kitchen,2699.0,4700.0,43.0,4.2,1296
1164,B08QW937WV,Homeistic Applience™ Instant Electric Water Heater Faucet Tap For Kitchen And Bathroom Sink Digital Water Heating Tap with Shower Head ABS Body- Shock Proof (Pack Of 1. White),Home&kitchen,1448.0,2999.0,52.0,4.5,19
1165,B0B4PPD89B,"Kitchenwell 18Pc Plastic Food Snack Bag Pouch Clip Sealer for Keeping Food Fresh for Home, Kitchen, Camping Snack Seal Sealing Bag Clips (Multi-Color) | (Pack of 18)|",Home&kitchen,79.0,79.0,0.0,4.0,97
1167,B00NM6MO26,Prestige PIC 16.0+ 1900W Induction Cooktop with Soft Touch Push Buttons (Black),Home&kitchen,2698.0,3945.0,32.0,4.0,15034
1169,B07GLSKXS1,KENT 16026 Electric Kettle Stainless Steel 1.8 L | 1500W | Superfast Boiling | Auto Shut-Off | Boil Dry Protection | 360° Rotating Base | Water Level Indicator,Home&kitchen,1199.0,1950.0,39.0,3.9,2832
1170,B09F6KL23R,"SKYTONE Stainless Steel Electric Meat Grinders with Bowl 700W Heavy for Kitchen Food Chopper, Meat, Vegetables, Onion , Garlic Slicer Dicer, Fruit & Nuts Blender (2L, 700 Watts)",Home&kitchen,1414.0,2799.0,49.0,4.0,1498
1171,B094G9L9LT,KENT 16088 Vogue Electric Kettle 1.8 Litre 1500 W | Stainless Steel body | Auto shut off over heating protection | 1 Year Warranty,Home&kitchen,999.0,1950.0,49.0,3.8,305
1174,B07FXLC2G2,"Tata Swach Bulb 6000-Litre Cartridge, 1 Piece, White, Hollow Fiber Membrane",Home&kitchen,698.0,699.0,0.0,4.2,3160
1175,B01LYU3BZF,Havells Ambrose 1200mm Ceiling Fan (Gold Mist Wood),Home&kitchen,2199.0,3190.0,31.0,4.3,9650
1176,B083RC4WFJ,"PrettyKrafts Laundry Bag / Basket for Dirty Clothes, Folding Round Laundry Bag,Set of 2, Black Wave",Home&kitchen,320.0,799.0,60.0,4.2,3846
1177,B09SFRNKSR,"FABWARE Lint Remover for Clothes - Sticky Lint Roller for Clothes, Furniture, Wool, Coat, Car Seats, Carpet, Fabric, Dust Cleaner, Pet Hair Remover with 1 Handle & 1 Refill Total 60 Sheets & 1 Cover",Home&kitchen,298.0,499.0,40.0,4.4,290
1178,B07NRTCDS5,Brayden Fito Atom Rechargeable Smoothie Blender with 2000 mAh Battery and 3.7V Motor with 400ml Tritan Jar (Blue),Home&kitchen,1199.0,1499.0,20.0,3.8,2206
1179,B07SPVMSC6,Bajaj Frore 1200 mm Ceiling Fan (Brown),Home&kitchen,1399.0,2660.0,47.0,4.1,9349
1180,B09H3BXWTK,"Venus Digital Kitchen Weighing Scale & Food Weight Machine for Health, Fitness, Home Baking & Cooking Scale, 2 Year Warranty & Battery Included (Weighing Scale Without Bowl) Capacity 10 Kg, 1 Gm",Home&kitchen,599.0,2799.0,79.0,3.9,578
1181,B0073QGKAS,Bajaj ATX 4 750-Watt Pop-up Toaster (White),Home&kitchen,1499.0,1499.0,0.0,4.3,9331
1183,B009DA69W6,KENT Gold Optima Gravity Water Purifier (11016) | UF Technology Based | Non-Electric & Chemical Free | Counter Top | 10L Storage | White,Home&kitchen,1699.0,1900.0,11.0,3.6,11456
1184,B099PR2GQJ,HOMEPACK 750W Radiant Room Home Office Heaters For Winter,Home&kitchen,649.0,999.0,35.0,3.8,49
1186,B08VGM3YMF,"Heart Home Waterproof Round Non Wovan Laundry Bag/Hamper|Metalic Printed With Handles|Foldable Bin & 45 Liter Capicity|Size 37 x 37 x 49, Pack of 1 (Grey & Black)-HEARTXY11447",Home&kitchen,199.0,499.0,60.0,4.1,1996
1187,B08TTRVWKY,"MILTON Smart Egg Boiler 360-Watts (Transparent and Silver Grey), Boil Up to 7 Eggs",Home&kitchen,1099.0,1899.0,42.0,4.3,1811
1188,B07T4D9FNY,"iBELL SEK15L Premium 1.5 Litre Stainless Steel Electric Kettle,1500W Auto Cut-Off Feature,Silver with Black",Home&kitchen,664.0,1490.0,55.0,4.0,2198
1189,B07RX42D3D,Tosaa T2STSR Sandwich Gas Toaster Regular (Black),Home&kitchen,260.0,350.0,26.0,3.9,13127
1191,B09R83SFYV,"Akiara® - Makes life easy Mini Sewing Machine with Table Set | Tailoring Machine | Hand Sewing Machine with extension table, foot pedal, adapter",Home&kitchen,1484.0,2499.0,41.0,3.7,1067
1192,B07989VV5K,"Usha Steam Pro SI 3713, 1300 W Steam Iron, Powerful steam Output up to 18 g/min, Non-Stick Soleplate (White & Blue)",Home&kitchen,999.0,1560.0,36.0,3.6,4881
1194,B0BPCJM7TB,"WIDEWINGS Electric Handheld Milk Wand Mixer Frother for Latte Coffee Hot Milk, Milk Frother for Coffee, Egg Beater, Hand Blender, Coffee Beater with Stand",Home&kitchen,259.0,999.0,74.0,4.0,43
1197,B08243SKCK,"Vedini Transparent Empty Refillable Reusable Fine Mist Spray Bottle for Perfume, Travel with DIY Sticker Set ( 100ml, Pack of 4)",Home&kitchen,189.0,299.0,37.0,4.2,2737
1198,B09SPTNG58,"Crompton Sea Sapphira 1200 mm Ultra High Speed 3 Blade Ceiling Fan (Lustre Brown, Pack of 1)",Home&kitchen,1449.0,2349.0,38.0,3.9,9019
1199,B083J64CBB,"Kuber Industries Waterproof Canvas Laundry Bag/Hamper|Metalic Printed With Handles|Foldable Bin & 45 Liter Capicity|Size 37 x 37 x 46, Pack of 1 (Brown)",Home&kitchen,199.0,499.0,60.0,4.0,10234
1200,B08JV91JTK,JM SELLER 180 W 2021 Edition Electric Beater High Speed Hand Mixer Egg Beater for Cake Making and Whipping Cream with 7 Speed Control (White) with Free Spatula and Oil Brush,Home&kitchen,474.0,1299.0,64.0,4.1,550
1201,B0BQ3K23Y1,"Oratech Coffee Frother electric, milk frother electric, coffee beater, cappuccino maker, Coffee Foamer, Mocktail Mixer, Coffee Foam Maker, coffee whisker electric, Froth Maker, coffee stirrers electric, coffee frothers, Coffee Blender, (6 Month Warranty) (Multicolour)",Home&kitchen,279.0,499.0,44.0,4.8,28
1202,B09MT94QLL,"Havells Glaze 74W Pearl Ivory Gold Ceiling Fan, Sweep: 1200 Mm",Home&kitchen,1999.0,4775.0,58.0,4.2,1353
1203,B07NKNBTT3,"Pick Ur Needs® Lint Remover for Clothes High Range Rechargeable Lint Shaver for All Types of Clothes, Fabrics, Blanket with 1 Extra Blade Multicolor (Rechargeable)",Home&kitchen,799.0,1230.0,35.0,4.1,2138
1204,B09KPXTZXN,"Rico Japanese Technology Rechargeable Wireless Electric Chopper with Replacement Warranty - Stainless Steel Blades, One Touch Operation, 10 Seconds Chopping, Mincing Vegetable, Meat - 250 ML, 30 Watts",Home&kitchen,949.0,1999.0,53.0,4.0,1679
1205,B078HG2ZPS,"Butterfly Smart Wet Grinder, 2L (White) with Coconut Scrapper Attachment, Output - 150 W, Input 260 W",Home&kitchen,3657.66,5156.0,29.0,3.9,12837
1206,B07N2MGB3G,"AGARO Marvel 9 Liters Oven Toaster Griller, Cake Baking OTG (Black)",Home&kitchen,1699.0,1999.0,15.0,4.1,8873
1207,B008LN8KDM,Philips GC1920/28 1440-Watt Non-Stick Soleplate Steam Iron,Home&kitchen,1849.0,2095.0,12.0,4.3,7681
1209,B009P2L7CO,"Bajaj DHX-9 1000W Heavy Weight Dry Iron with Advance Soleplate and Anti-Bacterial German Coating Technology, Ivory",Home&kitchen,1099.0,1920.0,43.0,4.2,9772
1211,B0BNQMF152,"ROYAL STEP Portable Electric USB Juice Maker Juicer Bottle Blender Grinder Mixer,6 Blades Rechargeable Bottle with (MULTII) (MULTI COLOUR 6 BLED JUICER MIXER)",Home&kitchen,499.0,2199.0,77.0,3.7,53
1213,B0989W6J2F,ENEM Sealing Machine | 12 Inch (300 mm) | 1 Year Warranty | Full Customer Support | Beep Sound Function | Plastic Packing Machine | Plastic Bag Sealing Machine | Heat Sealer Machine | Plastic Sealing Machine | Blue | Made in India,Home&kitchen,1595.0,1799.0,11.0,4.0,2877
1214,B0B84KSH3X,Wipro Vesta 1200 Watt GD203 Heavyweight Automatic Dry Iron| Quick Heat Up| Anti bacterial German Weilburger Double Coated Black Soleplate |2 Years Warranty,Home&kitchen,1049.0,1950.0,46.0,3.8,250
1215,B08HLC7Z3G,"Inalsa Electric Kettle Prism Inox - 1350 W with LED Illumination & Boro-Silicate Body, 1.8 L Capacity along with Cordless Base, 2 Year Warranty (Black)",Home&kitchen,1182.0,2995.0,61.0,4.2,5178
1216,B0BN6M3TCM,"VRPRIME Lint Roller Lint Remover for Clothes, Pet | 360 Sheets Reusable Sticky Easy-Tear Sheet Brush for Clothes, Furniture, Carpet, Dog Fur, Sweater, Dust & Dirt (4 Rolls - 90 Sheet Each Roll)",Home&kitchen,499.0,999.0,50.0,4.6,79
1218,B0B9F9PT8R,"Eopora PTC Ceramic Fast Heating Room Heater for Bedroom, 1500/1000 Watts Room Heater for Home, Electric Heater, Electric Fan Heater for Home Office Bedroom (White)",Home&kitchen,1529.0,2999.0,49.0,3.3,29
1219,B0883LQJ6B,"Usha Goliath GO1200WG Heavy Weight 1200-Watt Dry Iron, 1.8 Kg(Red)",Home&kitchen,1199.0,1690.0,29.0,4.2,4580
1220,B099Z83VRC,"Wipro Vesta Electric Egg Boiler, 360 Watts, 3 Boiling Modes, Stainless Steel Body and Heating Plate, Boils up to 7 Eggs at a time, Automatic Shut Down, White, Standard (VB021070)",Home&kitchen,1052.0,1790.0,41.0,4.3,1404
1222,B0B4SJKRDF,Kitchenwell Multipurpose Portable Electronic Digital Weighing Scale Weight Machine | Weight Machine | 10 Kg,Home&kitchen,239.0,239.0,0.0,4.3,7
1223,B0BM4KTNL1,"FIGMENT Handheld Milk Frother Rechargeable, 3-Speed Electric Frother for Coffee with 2 Whisks and Coffee Decoration Tool, Coffee Frother Mixer, CRESCENT ENTERPRISES VRW0.50BK (A1)",Home&kitchen,699.0,1599.0,56.0,4.7,1729
1224,B08S6RKT4L,"Balzano High Speed Nutri Blender/Mixer/Smoothie Maker - 500 Watt - Silver, 2 Jar",Home&kitchen,2599.0,4290.0,39.0,4.4,2116
1225,B09SZ5TWHW,"Swiss Military VC03 Wireless Car Vacuum Cleaner | Wireless Vacuum Cleaner for Home, Car, Living Room | Wireless Vacuum Cleaner Dust Collection/Lighting Car Pet Hair Vacuum with Powerful Motor",Home&kitchen,1547.0,2890.0,46.0,3.9,463
1226,B0BLC2BYPX,"Zuvexa USB Rechargeable Electric Foam Maker - Handheld Milk Wand Mixer Frother for Hot Milk, Hand Blender Coffee, Egg Beater (Black)",Home&kitchen,499.0,1299.0,62.0,4.7,54
1227,B00P0R95EA,Usha IH2415 1500-Watt Immersion Heater (Silver),Home&kitchen,510.0,640.0,20.0,4.1,7229
1228,B07W4HTS8Q,ACTIVA Instant 3 LTR 3 KVA SPECIAL Anti Rust Coated Tank Geyser with Full ABS Body with 5 Year Warranty Premium (White),Home&kitchen,1899.0,3790.0,50.0,3.8,3842
1229,B078JBK4GX,"Havells Instanio 1-Litre 3KW Instant Water Heater (Geyser), White Blue",Home&kitchen,2599.0,4560.0,43.0,4.4,646
1230,B08S7V8YTN,"Lifelong 2-in1 Egg Boiler and Poacher 500-Watt (Transparent and Silver Grey), Boil 8 eggs, Poach 4 eggs, Easy to clean| 3 Boiling Modes, Stainless Steel Body and Heating Plate, Automatic Turn-Off",Home&kitchen,1199.0,3500.0,66.0,4.3,1802
1231,B07H5PBN54,"INDIAS®™ Electro-Instant Water Geyser A.B.S. Body Shock Proof Can be Used in Bathroom, Kitchen, wash Area, Hotels, Hospital etc.",Home&kitchen,999.0,2600.0,62.0,3.4,252
1232,B07YCBSCYB,AmazonBasics Induction Cooktop 1600 Watt (Black),Home&kitchen,1999.0,3300.0,39.0,4.2,780
1233,B098T9CJVQ,"Sui Generis Electric Handheld Milk Wand Mixer Frother for Latte Coffee Hot Milk, Milk Frother, Electric Coffee Beater, Egg Beater, Latte Maker, Mini Hand Blender Cappuccino Maker (Multicolor)",Home&kitchen,210.0,699.0,70.0,3.7,74
1235,B095XCRDQW,"Esquire Laundry Basket Brown, 50 Ltr Capacity(Plastic)",Home&kitchen,950.0,1599.0,41.0,4.3,5911
1237,B0B7NWGXS6,Havells Bero Quartz Heater Black 800w 2 Heat Settings 2 Year Product Warranty,Home&kitchen,2439.0,2545.0,4.0,4.1,25
1239,B07KKJPTWB,"Brayden Chopro, Electric Vegetable Chopper for Kitchen with 500 ML Capacity, 400 Watts Copper Motor and 4 Bi-Level SS Blades (Black)",Home&kitchen,1599.0,1999.0,20.0,4.4,1558
1242,B07WVQG8WZ,Black+Decker Handheld Portable Garment Steamer 1500 Watts with Anti Calc (Violet),Home&kitchen,3299.0,4995.0,34.0,3.8,1393
1246,B0814LP6S9,"PrettyKrafts Laundry Basket for clothes with Lid & Handles, Toys Organiser, 75 Ltr Grey",Home&kitchen,351.0,1099.0,68.0,3.7,1470
1247,B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),Health&personalcare,899.0,1900.0,53.0,4.0,3663
1248,B09VGS66FV,"Tesora - Inspired by you Large Premium Electric Kettle 1.8L, Stainless Steel Inner Body - Auto Power Cut, Boil Dry Protection & Cool Touch Double Wall, Portable | 1500 Watts |1 Year Warranty | (White)",Home&kitchen,1349.0,1850.0,27.0,4.4,638
1250,B0747VDH9L,"INALSA Hand Blender 1000 Watt with Chopper, Whisker, 600 ml Multipurpose Jar|Variable Speed And Turbo Speed Function |100% Copper Motor |Low Noise |ANTI-SPLASH TECHNOLOGY|2 Year Warranty",Home&kitchen,2742.0,3995.0,31.0,4.4,11148
1252,B08H6CZSHT,"Philips EasySpeed Plus Steam Iron GC2145/20-2200W, Quick Heat Up with up to 30 g/min steam, 110 g steam Boost, Scratch Resistant Ceramic Soleplate, Vertical steam & Drip-Stop",Home&kitchen,2903.0,3295.0,12.0,4.3,2299
1253,B07CVR2L5K,"INALSA Electric Chopper Bullet- 400 Watts with 100% Pure Copper Motor| Chop, Mince, Puree, Dice | Twin Blade Technology| 900 ml Capacity| One Touch Operation, 1.30mtr Long Power Cord (Black/Silver)",Home&kitchen,1656.0,2695.0,39.0,4.4,6027
1254,B09J4YQYX3,"Borosil Electric Egg Boiler, 8 Egg Capacity, For Hard, Soft, Medium Boiled Eggs, Steamed Vegetables, Transparent Lid, Stainless Steel Exterior (500 Watts)",Home&kitchen,1399.0,2290.0,39.0,4.4,461
1255,B0B2DD8BQ8,Wipro Vesta Grill 1000 Watt Sandwich Maker |Dual function-SW Maker&Griller|Non stick Coat -BPA&PTFE Free |Auto Temp Cut-off| Height Control -180ᶿ&105ᶿ |2 year warranty|SS Finish|Standard size,Home&kitchen,2079.0,3099.0,33.0,4.1,282
1256,B0123P3PWE,Rico IRPRO 1500 Watt Japanese Technology Electric Water Heater Immersion Rod Shockproof Protection & Stainless Steel Heating Element for Instant Heating| ISI Certified 1 Year Replacement Warranty,Home&kitchen,999.0,1075.0,7.0,4.1,9275
1258,B0836JGZ74,"CSI INTERNATIONAL® Instant Water Geyser, Water Heater, Portable Water Heater, Geyser Made of First Class ABS Plastic 3KW (White)",Home&kitchen,1049.0,2499.0,58.0,3.6,328
1261,B08CNLYKW5,"Lifelong Power - Pro 500 Watt 3 Jar Mixer Grinder with 3 Speed Control and 1100 Watt Dry Non-Stick soleplate Iron Super Combo (White and Grey, 1 Year Warranty)",Home&kitchen,1699.0,3398.0,50.0,3.8,7988
1262,B08C7TYHPB,"iBELL Castor CTEK15L Premium 1.5 Litre Stainless Steel Electric Kettle,1500W Auto Cut-Off Feature,Silver",Home&kitchen,664.0,1490.0,55.0,4.1,925
1263,B08VJFYH6N,"BAJAJ PYGMY MINI 110 MM 10 W HIGH SPEED OPERATION, USB CHARGING, MULTI-CLIP FUNCTION PERSONAL FAN",Home&kitchen,948.0,1620.0,41.0,4.1,4370
1264,B08235JZFB,"Crompton InstaGlide 1000-Watts Dry Iron with American Heritage Coating, Pack of 1 Iron",Home&kitchen,850.0,1000.0,15.0,4.1,7619
1265,B078XFKBZL,Prestige Clean Home Water Purifier Cartridge,Home&kitchen,600.0,640.0,6.0,3.8,2593
1266,B01M265AAK,Morphy Richards Aristo 2000 Watts PTC Room Heater (White),Home&kitchen,3711.0,4495.0,17.0,4.3,356
1267,B0B694PXQJ,"Gadgetronics Digital Kitchen Weighing Scale & Food Weight Machine for Health, Fitness, Home Baking & Cooking (10 KGs,1 Year Warranty & Batteries Included)",Home&kitchen,799.0,2999.0,73.0,4.5,63
1268,B00B3VFJY2,"HUL Pureit Germkill kit for Advanced 23 L water purifier - 3000 L Capacity, Sand, Multicolour",Home&kitchen,980.0,980.0,0.0,4.2,4740
1269,B08W9BK4MD,"Tom & Jerry Folding Laundry Basket for Clothes with Lid & Handle, Toys Organiser, 75 Litre, Green",Home&kitchen,351.0,899.0,61.0,3.9,296
1270,B09X5HD5T1,"Ikea Little Loved Corner PRODUKT Milk-frother, Coffee/Tea Frother, Handheld Milk Wand Mixer Frother, Black",Home&kitchen,229.0,499.0,54.0,3.5,185
1271,B08H6B3G96,"Philips EasySpeed Plus Steam Iron GC2147/30-2400W, Quick Heat up with up to 30 g/min steam, 150g steam Boost, Scratch Resistant Ceramic Soleplate, Vertical steam, Drip-Stop",Home&kitchen,3349.0,3995.0,16.0,4.3,1954
1273,B09DSQXCM8,"House of Quirk Reusable Sticky Picker Cleaner Easy-Tear Sheets Travel Pet Hair Lint Rollers Brush (10cm Sheet, Set of 3 Rolls, 180 Sheets, 60 Sheets Each roll Lint Roller Remover, Multicolour)",Home&kitchen,299.0,499.0,40.0,3.9,1015
1274,B01M69WCZ6,"Allin Exporters J66 Ultrasonic Humidifier Cool Mist Air Purifier for Dryness, Cold & Cough Large Capacity for Room, Baby, Plants, Bedroom (2.4 L) (1 Year Warranty)",Home&kitchen,2249.0,3550.0,37.0,4.0,3973
1275,B0BM9H2NY9,Multifunctional 2 in 1 Electric Egg Boiling Steamer Egg Frying Pan Egg Boiler Electric Automatic Off with Egg Boiler Machine Non-Stick Electric Egg Frying Pan-Tiger Woods (Multy),Home&kitchen,699.0,1599.0,56.0,4.7,2300
1276,B099FDW2ZF,"Maharaja Whiteline Nano Carbon Neo, 500 Watts Room Heater (Black, White), Standard (5200100986)",Home&kitchen,1235.0,1499.0,18.0,4.1,203
1277,B0B935YNR7,"KENT Electric Chopper-B for Kitchen 250 Watt | Chop, Mince, Puree, Whisk, 400 ml Capacity | Stainless Steel Double Chopping Blades | Transparent Chopping Bowl | Anti-Skid | One Touch Operation | Black",Home&kitchen,1349.0,2999.0,55.0,3.8,441
1279,B08L12N5H1,"Eureka Forbes car Vac 100 Watts Powerful Suction Vacuum Cleaner with Washable HEPA Filter, 3 Accessories,Compact,Light Weight & Easy to use (Black and Red)",Home&kitchen,2099.0,2499.0,16.0,4.1,992
1280,B07GWTWFS2,"KENT 16025 Sandwich Grill 700W | Non-Toxic Ceramic Coating | Automatic Temperature Cut-off with LED Indicator | Adjustable Height Control, Metallic Silver, Standard",Home&kitchen,1699.0,1975.0,14.0,4.1,4716
1281,B09KRHXTLN,"Candes Gloster All in One Silent Blower Fan Room Heater Ideal for Small and Medium Area, 2000 Watts (White)",Home&kitchen,1069.0,1699.0,37.0,3.9,313
1282,B09H34V36W,"Inalsa Electric Fan Heater Hotty - 2000 Watts Variable Temperature Control Cool/Warm/Hot Air Selector | Over Heat Protection | ISI Certification, White",Home&kitchen,1349.0,2495.0,46.0,3.8,166
1283,B09J2QCKKM,Havells Zella Flap Auto Immersion Rod 1500 Watts,Home&kitchen,1499.0,3500.0,57.0,4.1,303
1284,B09XRBJ94N,"iBELL SM1301 3-in-1 Sandwich Maker with Detachable Plates for Toast / Waffle / Grill , 750 Watt (Black)",Home&kitchen,2092.0,4600.0,55.0,4.3,562
1287,B095PWLLY6,Crompton Hill Briz Deco 1200mm (48 inch) High Speed Designer Ceiling Fan (Smoked Brown),Home&kitchen,1804.0,2380.0,24.0,4.0,15382
1290,B086GVRP63,Amazon Basics 650 Watt Drip Coffee Maker with Borosilicate Carafe,Home&kitchen,1189.0,2400.0,50.0,4.1,618
1291,B08MVXPTDG,"Crompton Insta Delight Fan Circulator Room Heater with 3 Heat Settings (Slate Grey & Black, 2000 Watt)",Home&kitchen,2590.0,4200.0,38.0,4.1,63
1292,B0BMZ6SY89,!!HANEUL!!1000 Watt/2000-Watt Room Heater!! Fan Heater!!Pure White!!HN-2500!!Made in India!!Thermoset!!,Home&kitchen,899.0,1599.0,44.0,3.4,15
1293,B09P1MFKG1,"Melbon VM-905 2000-Watt Room Heater (ISI Certified, White Color) Ideal Electric Fan Heater for Small to Medium Room/Area (Plastic Body)",Home&kitchen,998.0,2999.0,67.0,4.6,9
1294,B01LY9W8AF,"Cello Eliza Plastic Laundry Bag/Basket, 50 litres, Light Grey",Home&kitchen,998.06,1282.0,22.0,4.2,7274
1295,B07ZJND9B9,ACTIVA 1200 MM HIGH SPEED 390 RPM BEE APPROVED 5 STAR RATED APSRA CEILING FAN BROWN 2 Years Warranty,Home&kitchen,1099.0,1990.0,45.0,3.9,5911
1298,B08SKZ2RMG,"Demokrazy New Nova Lint Cum Fuzz Remover for All Woolens Sweaters, Blankets, Jackets Remover Pill Remover from Carpets, Curtains (Pack of 1)",Home&kitchen,475.0,999.0,52.0,4.1,1021
1302,B009UORDX4,"Philips Hi113 1000-Watt Plastic Body Ptfe Coating Dry Iron, Pack of 1",Home&kitchen,949.0,975.0,3.0,4.3,7223
1303,B08VGDBF3B,Kuber Industries Round Non Woven Fabric Foldable Laundry Basket|Toy Storage Basket|Cloth Storage Basket With Handles| Capicity 45 Ltr (Grey & Black)-KUBMART11446,Home&kitchen,395.0,499.0,21.0,4.0,330
