,product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count
648,B07JPX9CR7,"Dell WM118 Wireless Mouse, 2.4 Ghz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, Pc/Mac/Laptop - Black.",Computers&accessories,569.0,1299.0,56.0,4.4,9275
650,B07Q7561HD,Eveready 1015 Carbon Zinc AA Battery - 10 Pieces,Electronics,149.0,180.0,17.0,4.4,644
651,B0819HZPXL,Zebronics Zeb-Transformer-M Optical USB Gaming Mouse with LED Effect(Black),Computers&accessories,399.0,549.0,27.0,4.4,18139
652,B00LXTFMRS,"PIDILITE Fevicryl Acrylic Colours Sunflower Kit (10 Colors x 15 ml) DIY Paint, Rich Pigment, Non-Craking Paint for Canvas, Wood, Leather, Earthenware, Metal, Diwali Gifts for Diwali",Home&kitchen,191.0,225.0,15.0,4.4,7203
653,B0B9LDCX89,"STRIFF Mpad Mouse Mat 230X190X3mm Gaming Mouse Pad, Non-Slip Rubber Base, Waterproof Surface, Premium-Textured, Compatible with Laser and Optical Mice(Universe Black)",Computers&accessories,129.0,999.0,87.0,4.2,491
654,B0765B3TH7,"Gizga Essentials Hard Drive Case Shell, 6.35cm/2.5-inch, Portable Storage Organizer Bag for Earphone USB Cable Power Bank Mobile Charger Digital Gadget Hard Disk, Water Resistance Material, Black",Computers&accessories,199.0,599.0,67.0,4.5,13568
655,B0B1F6GQPS,"Boult Audio FXCharge with ENC, 32H Playtime, 5min=7H Type C Fast Charging, Zen ENC, 14.2 mm BoomX Rich Bass, IPX5, Bluetooth Wireless in Ear Earphones Neckband with mic (Black)",Electronics,999.0,4499.0,78.0,3.8,3390
657,B07RD611Z8,"Ambrane 20000mAh Power Bank with 20W Fast Charging, Triple Output, Power Delivery, Type C Input, Made in India, Multi-Layer Protection, Li-Polymer + Type C Cable (Stylo-20k, Black)",Electronics,1799.0,2499.0,28.0,4.1,18678
658,B08WRWPM22,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Transmission (Black)",Computers&accessories,176.63,499.0,65.0,4.1,15189
659,B00AXHBBXU,"Casio FX-82MS 2nd Gen Non-Programmable Scientific Calculator, 240 Functions and 2-line Display, Black",Officeproducts,522.0,550.0,5.0,4.4,12179
660,B08MCD9JFY,"Tygot 10 Inches Big LED Ring Light for Camera, Phone tiktok YouTube Video Shooting and Makeup, 10"" inch Ring Light with 7 Feet Long Foldable and Lightweight Tripod Stand",Electronics,799.0,1999.0,60.0,3.8,12958
661,B083RCTXLL,"HP X200 Wireless Mouse with 2.4 GHz Wireless connectivity, Adjustable DPI up to 1600, ambidextrous Design, and 18-Month Long Battery Life. 3-Years Warranty (6VY95AA)",Computers&accessories,681.0,1199.0,43.0,4.2,8258
662,B08HLZ28QC,Oakter Mini UPS for 12V WiFi Router Broadband Modem | Backup Upto 4 Hours | WiFi Router UPS Power Backup During Power Cuts | UPS for 12V Router Broadband Modem | Current Surge & Deep Discharge Protection,Computers&accessories,1199.0,3490.0,66.0,4.1,11716
663,B07GVR9TG7,"TP-Link Archer AC1200 Archer C6 Wi-Fi Speed Up to 867 Mbps/5 GHz + 400 Mbps/2.4 GHz, 5 Gigabit Ports, 4 External Antennas, MU-MIMO, Dual Band, WiFi Coverage with Access Point Mode, Black",Computers&accessories,2499.0,4999.0,50.0,4.4,35024
666,B07PLHTTB4,Zodo 8. 5 inch LCD E-Writer Electronic Writing Pad/Tablet Drawing Board (Paperless Memo Digital Tablet),Computers&accessories,100.0,499.0,80.0,3.5,9638
667,B077T3BG5L,Zebronics ZEB-KM2100 Multimedia USB Keyboard Comes with 114 Keys Including 12 Dedicated Multimedia Keys & with Rupee Key,Computers&accessories,329.0,399.0,18.0,3.6,33735
668,B08DDRGWTJ,MI Usb Type-C Cable Smartphone (Black),Computers&accessories,229.0,299.0,23.0,4.3,30411
669,B079Y6JZC8,"ZEBRONICS Zeb-Comfort Wired USB Mouse, 3-Button, 1000 DPI Optical Sensor, Plug & Play, for Windows/Mac, Black",Computers&accessories,139.0,299.0,54.0,3.8,3044
670,B0856HNMR7,"boAt Rockerz 370 On Ear Bluetooth Headphones with Upto 12 Hours Playtime, Cozy Padded Earcups and Bluetooth v5.0, with Mic (Buoyant Black)",Electronics,1199.0,2499.0,52.0,4.0,33584
671,B0B12K5BPM,"ZEBRONICS Zeb-Astra 20 Wireless BT v5.0 Portable Speaker with 10W RMS Output, TWS, 10H Backup Approx, Built in Rechargeable Battery FM Radio, AUX, mSD, USB, Call Function and Dual 52mm Drivers Multi",Electronics,1049.0,2299.0,54.0,3.9,1779
672,B08MTCKDYN,"Gizga Essentials Spiral Cable Protector Cord Saver for Mac Charger, iPhone Charger, Wire Protector, Lightweight Durable Flexible Wire Winder for Charging Cables, Data Cables, Earphones, Pack of 10",Electronics,119.0,299.0,60.0,4.1,5999
673,B08CF3D7QR,Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey),Computers&accessories,154.0,339.0,55.0,4.3,13391
674,B00LVMTA2A,Panasonic CR-2032/5BE Lithium Coin Battery - Pack of 5,Electronics,225.0,250.0,10.0,4.4,26556
675,B07TR5HSR9,MemeHo® Smart Standard Multi-Purpose Laptop Table with Dock Stand/Study Table/Bed Table/Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs/Engineered Wood with Cup Holder (Black),Computers&accessories,656.0,1499.0,56.0,4.3,25903
678,B08QJJCY2Q,"Tizum Mouse Pad/ Computer Mouse Mat with Anti-Slip Rubber Base | Smooth Mouse Control | Spill-Resistant Surface for Laptop, Notebook, MacBook, Gaming, Laser/ Optical Mouse, 9.4”x 7.9”, Multicolored",Computers&accessories,169.0,299.0,43.0,4.4,5176
679,B07L5L4GTB,Epson 003 65 ml for EcoTank L1110/L3100/L3101/L3110/L3115/L3116/L3150/L3151/L3152/L3156/L5190 Black Ink Bottle,Computers&accessories,309.0,404.0,24.0,4.4,8614
681,B08CF4SCNP,"Quantum QHM-7406 Full-Sized Keyboard with (₹) Rupee Symbol, Hotkeys and 3-pieces LED function for Desktop/Laptop/Smart TV Spill-Resistant Wired USB Keyboard with 10 million keystrokes lifespan (Black)",Computers&accessories,299.0,599.0,50.0,3.8,3066
682,B09XX51X2G,"STRIFF Laptop Tabletop Stand, Fold-Up, Adjustable, Ventilated, Portable Holder for Desk, Aluminum Foldable Laptop Ergonomic Compatibility with up to 15.6-inch Laptop, All Mac, Tab, and Mobile (Silver)",Computers&accessories,449.0,999.0,55.0,4.0,2102
683,B01M72LILF,"Logitech M221 Wireless Mouse, Silent Buttons, 2.4 GHz with USB Mini Receiver, 1000 DPI Optical Tracking, 18-Month Battery Life, Ambidextrous PC / Mac / Laptop - Charcoal Grey",Computers&accessories,799.0,1295.0,38.0,4.4,34852
685,B00LZLQ624,"Classmate Soft Cover 6 Subject Spiral Binding Notebook, Single Line, 300 Pages",Officeproducts,157.0,160.0,2.0,4.5,8618
686,B07DJLFMPS,HP 32GB Class 10 MicroSD Memory Card (U1 TF Card 32GB),Electronics,369.0,1600.0,77.0,4.0,32625
687,B09GB5B4BK,"HP 150 Wireless USB Mouse with Ergonomic and ambidextrous Design, 1600 DPI Optical Tracking, 2.4 GHz Wireless connectivity, Dual-Function Scroll Wheel and 12 Month Long Battery Life. 3-Years Warranty.",Computers&accessories,599.0,899.0,33.0,4.0,4018
688,B015ZXUDD0,"Duracell Rechargeable AA 1300mAh Batteries, 4Pcs",Electronics,479.0,599.0,20.0,4.3,11687
689,B085DTN6R2,"Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support, Nylon Braided for All Type-C and 8 Pin Devices, Green",Computers&accessories,350.0,899.0,61.0,4.2,2262
690,B09PL79D2X,"boAt Airdopes 181 in-Ear True Wireless Earbuds with ENx  Tech, Beast  Mode(Low Latency Upto 60ms) for Gaming, with Mic, ASAP  Charge, 20H Playtime, Bluetooth v5.2, IPX4 & IWP (Cool Grey)",Electronics,1598.0,2990.0,47.0,3.8,11015
692,B09KLVMZ3B,Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White),Computers&accessories,159.0,399.0,60.0,4.1,4768
693,B084PJSSQ1,"SanDisk Ultra Dual Drive Luxe USB Type C Flash Drive (Silver, 128 GB, 5Y - SDDDC4-128G-I35)",Computers&accessories,1299.0,3000.0,57.0,4.3,23022
695,B097C564GC,"rts [2 Pack] Mini USB C Type C Adapter Plug, Type C Female to USB A Male Charger Charging Cable Adapter Converter compatible for iPhone, Samsung S20 ultra/S21/S10/S8/S9/MacBook Pro iPad Silver",Computers&accessories,294.0,4999.0,94.0,4.3,4426
696,B08CYNJ5KY,HP 682 Black Original Ink Cartridge,Computers&accessories,828.0,861.0,4.0,4.2,4567
697,B00Y4ORQ46,Logitech H111 Wired On Ear Headphones With Mic Black,Electronics,745.0,795.0,6.0,4.0,13797
698,B074CWD7MS,"Digitek DTR 550 LW (67 Inch) Tripod For DSLR, Camera |Operating Height: 5.57 Feet | Maximum Load Capacity up to 4.5kg | Portable Lightweight Aluminum Tripod with 360 Degree Ball Head | Carry Bag Included (Black) (DTR 550LW)",Electronics,1549.0,2495.0,38.0,4.4,15137
699,B083342NKJ,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&accessories,349.0,399.0,13.0,4.4,18757
700,B09C6HXFC1,"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&accessories,970.0,1799.0,46.0,4.5,815
702,B00UGZWM2I,COI Note Pad/Memo Book with Sticky Notes & Clip Holder with Pen for Gifting,Officeproducts,198.0,800.0,75.0,4.1,9344
703,B00R1P3B4O,Fujifilm Instax Mini Single Pack 10 Sheets Instant Film for Fuji Instant Cameras,Electronics,549.0,549.0,0.0,4.5,4875
706,B09Y5MP7C4,"Noise Buds Vs104 Bluetooth Truly Wireless in Ear Earbuds with Mic, 30-Hours of Playtime, Instacharge, 13Mm Driver and Hyper Sync (Charcoal Black)",Electronics,1299.0,3499.0,63.0,3.9,12452
707,B01DJJVFPC,"Duracell Ultra Alkaline AAA Battery, 8 Pcs",Electronics,269.0,315.0,15.0,4.5,17810
710,B08TDJNM3G,"E-COSMOS 5V 1.2W Portable Flexible USB LED Light (Colors May Vary, Small) - Set of 2 Pieces",Computers&accessories,59.0,59.0,0.0,3.8,5958
715,B07KR5P3YD,Zebronics Wired Keyboard and Mouse Combo with 104 Keys and a USB Mouse with 1200 DPI - JUDWAA 750,Computers&accessories,448.0,699.0,36.0,3.9,17348
717,B01IBRHE3E,"Gizga Essentials Professional 3-in-1 Cleaning Kit for Camera, Lens, Binocular, Laptop, TV, Monitor, Smartphone, Tablet (Includes: Cleaning Liquid 100ml, Plush Microfiber Cloth, Dust Removal Brush)",Electronics,299.0,499.0,40.0,4.2,24432
721,B003B00484,Duracell Plus AAA Rechargeable Batteries (750 mAh) Pack of 4,Electronics,399.0,499.0,20.0,4.3,27201
722,B085194JFL,"tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV",Electronics,279.0,499.0,44.0,3.7,10962
724,B003L62T7W,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black",Computers&accessories,279.0,375.0,26.0,4.3,31534
725,B09P18XVW6,"Noise Pulse Buzz 1.69"" Bluetooth Calling Smart Watch with Call Function, 150 Watch Faces, 60 Sports Modes, Spo2 & Heart Rate Monitoring, Calling Smart Watch for Men & Women - Jet Black",Electronics,2499.0,4999.0,50.0,3.9,7571
726,B00LZLPYHW,"Classmate 2100117 Soft Cover 6 Subject Spiral Binding Notebook, Single Line, 300 Pages",Officeproducts,137.0,160.0,14.0,4.4,6537
727,B09NHVCHS9,Flix Micro Usb Cable For Smartphone (Black),Computers&accessories,59.0,199.0,70.0,4.0,9377
728,B00NNQMYNE,"AirCase Rugged Hard Drive Case for 2.5-inch Western Digital, Seagate, Toshiba, Portable Storage Shell for Gadget Hard Disk USB Cable Power Bank Mobile Charger Earphone, Waterproof (Black)",Computers&accessories,299.0,499.0,40.0,4.5,21010
729,B0B217Z5VK,"Noise Buds VS402 Truly Wireless in Ear Earbuds, 35-Hours of Playtime, Instacharge, Quad Mic with ENC, Hyper Sync, Low Latency, 10mm Driver, Bluetooth v5.3 and Breathing LED Lights (Neon Black)",Electronics,1799.0,3999.0,55.0,3.9,3517
731,B01M4GGIVU,Tizum High Speed HDMI Cable with Ethernet | Supports 3D 4K | for All HDMI Devices Laptop Computer Gaming Console TV Set Top Box (1.5 Meter/ 5 Feet),Electronics,199.0,699.0,72.0,4.2,12153
732,B07Z3K96FR,Robustrion Tempered Glass Screen Protector for iPad 10.2 inch 9th Gen Generation 2021 8th Gen 2020 7th Gen 2019,Computers&accessories,399.0,1499.0,73.0,4.1,5730
733,B0756CLQWL,"Redgear Pro Wireless Gamepad with 2.4GHz Wireless Technology, Integrated Dual Intensity Motor, Illuminated Keys for PC(Compatible with Windows 7/8/8.1/10 only)",Computers&accessories,1699.0,3999.0,58.0,4.2,25488
735,B09Z6WH2N1,"STRIFF 12 Pieces Highly Flexible Silicone Micro USB Protector, Mouse Cable Protector, Suit for All Cell Phones, Computers and Chargers (White)",Electronics,95.0,499.0,81.0,4.2,1949
737,B01N4EV2TL,"Logitech MK240 Nano Wireless USB Keyboard and Mouse Set, 12 Function Keys 2.4GHz Wireless, 1000DPI, Spill-Resistant Design, PC/Mac, Black/Chartreuse Yellow",Computers&accessories,1495.0,1995.0,25.0,4.3,7241
738,B08MZQBFLN,"Callas Multipurpose Foldable Laptop Table with Cup Holder | Drawer | Mac Holder | Table Holder Study Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (WA-27-Black)",Computers&accessories,849.0,4999.0,83.0,4.0,20457
739,B0752LL57V,Casio MJ-12D 150 Steps Check and Correct Desktop Calculator,Officeproducts,440.0,440.0,0.0,4.5,8610
740,B08K4PSZ3V,"Tukzer Capacitive Stylus Pen for Touch Screens Devices, Fine Point, Lightweight Metal Body with Magnetism Cover Cap for Smartphones/Tablets/iPad/iPad Pro/iPhone (Grey)",Electronics,349.0,999.0,65.0,3.8,16557
741,B09Z28BQZT,"Amazon Basics Multipurpose Foldable Laptop Table with Cup Holder, Brown",Computers&accessories,599.0,3999.0,85.0,3.9,1087
742,B094DQWV9B,"Kanget [2 Pack] Type C Female to USB A Male Charger | Charging Cable Adapter Converter compatible for iPhone 14, 13, 12,11 Pro Max/Mini/XR/XS/X/SE, Samsung S20 ultra/S21/S10/S8/S9/MacBook Pro iPad (Grey)",Computers&accessories,149.0,399.0,63.0,4.0,1540
743,B0BBMPH39N,"Amazon Basics Magic Slate 8.5-inch LCD Writing Tablet with Stylus Pen, for Drawing, Playing, Noting by Kids & Adults, Black",Computers&accessories,289.0,999.0,71.0,4.1,401
744,B097JQ1J5G,"Zebronics ZEB-90HB USB Hub, 4 Ports, Pocket Sized, Plug & Play, for Laptop & Computers",Computers&accessories,179.0,499.0,64.0,3.4,9385
746,B08VRMK55F,"Zebronics Zeb Buds C2 in Ear Type C Wired Earphones with Mic, Braided 1.2 Metre Cable, Metallic Design, 10mm Drivers, in Line Mic & Volume Controller (Blue)",Electronics,399.0,699.0,43.0,3.4,3454
747,B08CHZ3ZQ7,"Redgear A-15 Wired Gaming Mouse with Upto 6400 DPI, RGB & Driver Customization for PC(Black)",Computers&accessories,599.0,799.0,25.0,4.3,15790
748,B08SCCG9D4,"JBL Commercial CSLM20B Auxiliary Omnidirectional Lavalier Microphone with Battery for Content Creation, Voiceover/Dubbing, Recording (Black,Small)",Computers&accessories,949.0,2000.0,53.0,3.9,14969
750,B00ZRBWPA0,Eveready Red 1012 AAA Batteries - Pack of 10,Electronics,159.0,180.0,12.0,4.3,989
751,B0B2DD66GS,"SanDisk Extreme microSD UHS I Card 128GB for 4K Video on Smartphones,Action Cams 190MB/s Read,90MB/s Write",Electronics,1329.0,2900.0,54.0,4.5,19624
752,B09M869Z5V,Portronics MPORT 31C 4-in-1 USB Hub (Type C to 4 USB-A Ports) with Fast Data Transfer,Computers&accessories,570.0,999.0,43.0,4.2,3201
753,B07W6VWZ8C,"Infinity (JBL Fuze Pint, Wireless Ultra Portable Mini Speaker with Mic, Deep Bass, Dual Equalizer, Bluetooth 5.0 with Voice Assistant Support for Mobiles (Black)",Electronics,899.0,1999.0,55.0,4.1,30469
754,B07Z1X6VFC,"AirCase Protective Laptop Bag Sleeve fits Upto 13.3"" Laptop/ MacBook, Wrinkle Free, Padded, Waterproof Light Neoprene case Cover Pouch, for Men & Women, Black- 6 Months Warranty",Computers&accessories,449.0,999.0,55.0,4.4,9940
755,B07YL54NVJ,"Brand Conquer 6 in 1 with OTG, SD Card Reader, USB Type C, USB 3.0 and Micro USB, for Memory Card | Portable Card Reader | Compatible with TF, SD, Micro SD, SDHC, SDXC, MMC, RS-MMC, Micro SDXC",Computers&accessories,549.0,999.0,45.0,4.3,7758
757,B00LM4X0KU,"Parker Quink Ink Bottle, Blue",Officeproducts,100.0,100.0,0.0,4.3,3095
758,B08PFSZ7FH,STRIFF Laptop Stand Adjustable Laptop Computer Stand Multi-Angle Stand Phone Stand Portable Foldable Laptop Riser Notebook Holder Stand Compatible for 9 to 15.6” Laptops Black(Black),Computers&accessories,299.0,1499.0,80.0,4.2,903
759,B012MQS060,"Logitech MK215 Wireless Keyboard and Mouse Combo for Windows, 2.4 GHz Wireless, Compact Design, 2-Year Battery Life(Keyboard),5 Month Battery Life(Mouse) PC/Laptop- Black",Computers&accessories,1295.0,1795.0,28.0,4.1,25771
761,B00LHZWD0C,"Luxor 5 Subject Single Ruled Notebook - A4, 70 GSM, 300 pages",Officeproducts,252.0,315.0,20.0,4.5,3785
762,B08QDPB1SL,Duracell Chhota Power AA Battery Set of 10 Pcs,Electronics,190.0,220.0,14.0,4.4,2866
763,B07BRKK9JQ,"Zebronics Zeb-Transformer Gaming Keyboard and Mouse Combo (USB, Braided Cable)",Computers&accessories,1299.0,1599.0,19.0,4.3,27223
765,B00LM4W1N2,Parker Classic Gold Gold Trim Ball Pen,Officeproducts,480.0,600.0,20.0,4.3,5719
767,B08YD264ZS,"Tarkan Portable Folding Laptop Desk for Bed, Lapdesk with Handle, Drawer, Cup & Mobile/Tablet Holder for Study, Eating, Work (Black)",Computers&accessories,999.0,2499.0,60.0,4.3,1690
768,B094JNXNPV,"Ambrane Unbreakable 3 in 1 Fast Charging Braided Multipurpose Cable for Speaker with 2.1 A Speed - 1.25 meter, Black",Computers&accessories,299.0,399.0,25.0,4.0,2766
769,B00GZLB57U,"Quantum RJ45 Ethernet Patch Cable/LAN Router Cable with Heavy Duty Gold Plated Connectors Supports Hi-Speed Gigabit Upto 1000Mbps, Waterproof and Durable,1-Year Warranty-32.8 Feet (10 Meters)(White)",Computers&accessories,238.0,699.0,66.0,4.4,8372
770,B07V82W5CN,"HP USB Wireless Spill Resistance Keyboard and Mouse Set with 10m Working Range 2.4G Wireless Technology / 3 Years Warranty (4SC12PA), Black",Computers&accessories,1349.0,2198.0,39.0,4.0,7113
771,B077Z65HSD,"boAt A400 USB Type-C to USB-A 2.0 Male Data Cable, 2 Meter (Black)",Computers&accessories,299.0,999.0,70.0,4.3,20850
772,B08HD7JQHX,"HUMBLE Dynamic Lapel Collar Mic Voice Recording Filter Microphone for Singing Youtube SmartPhones, Black",Computers&accessories,199.0,499.0,60.0,3.3,2804
774,B09Y14JLP3,"STRIFF UPH2W Multi Angle Tablet/Mobile Stand. Holder for iPhone, Android, Samsung, OnePlus, Xiaomi. Portable,Foldable Stand.Perfect for Bed,Office, Home,Gift and Desktop (White)",Electronics,99.0,499.0,80.0,4.1,2451
776,B08C4Z69LN,Crucial RAM 8GB DDR4 3200MHz CL22 (or 2933MHz or 2666MHz) Laptop Memory CT8G4SFRA32A,Computers&accessories,1792.0,3500.0,49.0,4.5,26194
777,B016XVRKZM,"APC Back-UPS BX600C-IN 600VA / 360W, 230V, UPS System, an Ideal Power Backup & Protection for Home Office, Desktop PC & Home Electronics",Computers&accessories,3299.0,4100.0,20.0,3.9,15783
778,B00LHZW3XY,"Luxor 5 Subject Single Ruled Notebook - A5 Size, 70 GSM, 300 Pages",Officeproducts,125.0,180.0,31.0,4.4,8053
779,B098JYT4SY,"Zebronics Zeb-Jaguar Wireless Mouse, 2.4GHz with USB Nano Receiver, High Precision Optical Tracking, 4 Buttons, Plug & Play, Ambidextrous, for PC/Mac/Laptop (Black+Grey)",Computers&accessories,399.0,1190.0,66.0,4.1,2809
781,B09P564ZTJ,"Wembley LCD Writing Pad/Tab | Writing, Drawing, Reusable, Portable Pad with Colorful Letters | 9 Inch Graphic Tablet (Assorted)",Computers&accessories,235.0,1599.0,85.0,3.8,1173
782,B07MSLTW8Z,"Gizga Essentials Multi-Purpose Portable & Foldable Wooden Desk for Bed Tray, Laptop Table, Study Table (Black)",Computers&accessories,549.0,1999.0,73.0,3.6,6422
783,B09N6TTHT6,"E-COSMOS Plug in LED Night Light Mini USB LED Light Flexible USB LED Ambient Light Mini USB LED Light, LED Portable car Bulb, Indoor, Outdoor, Reading, Sleep (4 pcs)",Computers&accessories,89.0,99.0,10.0,4.2,241
784,B09W5XR9RT,"Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&accessories,970.0,1999.0,51.0,4.4,184
785,B098R25TGC,Noise Buds VS201 V2 in-Ear Truly Wireless Earbuds with Dual Equalizer | with Mic | Total 14-Hour Playtime | Full Touch Control | IPX5 Water Resistance and Bluetooth v5.1 (Olive Green),Electronics,1299.0,2999.0,57.0,3.8,14629
786,B0B2PQL5N3,"Lapster Gel Mouse pad with Wrist Rest , Gaming Mouse Pad with Lycra Cloth Nonslip for Laptop , Computer, , Home & Office (Black)",Computers&accessories,230.0,999.0,77.0,4.2,1528
787,B07DKZCZ89,"Gizga Essentials Earphone Carrying Case, Multi-Purpose Pocket Storage Travel Organizer for Earphones, Headset, Pen Drives, SD Cards, Shock-Proof Ballistic Nylon, Soft Fabric, Mesh Pocket, Green",Electronics,119.0,499.0,76.0,4.3,15032
789,B09BN2NPBD,"DIGITEK® (DRL-14C) Professional (31cm) Dual Temperature LED Ring Light with Tripod Stand & Mini Tripod for YouTube, Photo-Shoot, Video Shoot, Live Stream, Makeup, Vlogging & More",Electronics,1699.0,3495.0,51.0,4.1,14371
790,B00J4YG0PC,"Classmate Long Notebook - 140 Pages, Single Line, 297mm x 210mm (Pack of 12)",Officeproducts,561.0,720.0,22.0,4.4,3182
